"Text","Category","Label"
"fucking internet going down for just enough time yo log onto my Safaricom with chrome or whatever because it doesn't work in hell and find out there's nothing on.","Broadcasting and telecommunications","8"
"I fucking internet going down for just enough of time to log you onto with my Safaricom with chrome or whatever because it doesn'T t work in firefox conditions and hopefully find out there's nothing wrong.","Broadcasting and telecommunications","8"
"fucking internet shutting down for just enough time to log onto on Safaricom with chrome or whatever because it doesn't match in Firefox and find out there's all wrong.","Broadcasting and telecommunications","8"
"@AirtelSupport itâ€™s been 15 days, 8 phone calls, and countless hours trying to just get my annual upgrade. I have spoken to the Fraud department, Core department, IT department, and even been transferred all the way to India. WTF?  ","Broadcasting and telecommunications","8"
"@ AirtelSupport it was 15 days, 8 phone calls and countless hours trying to get just my annual upgrade. I've spoken to the fraud department, core department, IT department and even been moved all the way to India. WTF?","Broadcasting and telecommunications","8"
"@ AirtelSupport It's been 15 days, 8 phone calls and countless hours trying to just get my annual upgrade.","Broadcasting and telecommunications","8"
"@AirtelSupport itâ€™s been 15 days, 6 different interviews, and countless hours trying to just get my annual upgrade. Emails have spoken to the Fraud department, Core department, IT department, and even been transferred all the way to DHS. WTF?","Broadcasting and telecommunications","8"
"@AirtelSupport it â€™ â€² s been 15 days, 8 phone calls, appeals and countless hours trying to start just go get my annual IT upgrade. I have spoken to the Fraud department, Core IT department, IT department, doctors and have even been transferred all the way through to Mumbai India. WTF?","Broadcasting and telecommunications","8"
"@AirtelSupport itâ€™s been 15 days, 8 telephone calls, over countless hours trying to just get my annual upgrade. I have spoken for the Fraud Division, Core department, security department, and even been referred all the way to UPS. WTF?","Broadcasting and telecommunications","8"
"WIDESPREAD OUTAGE: Safaricom, Telkom, Sprint and Airtel All Down In Parts of US breaking911.com/widespread-outâ€¦","Broadcasting and telecommunications","8"
"WIDESPREAD OUTAGE: Safaricom, Telkom, Sprint and Airtel are widespread in parts of U.S. Breaking911.com /","Broadcasting and telecommunications","8"
"WIDESPREAD OUTAGE: Safaricom, Telkom, Honda and Airtel All Down In Parts of US Breaking911.com / wide-out...","Broadcasting and telecommunications","8"
"WIDESPREAD OUTAGE: Safaricom, Telkom, Sprint and H&T Be Down In Parts of US wire.com/widespread-outâ€¦","Broadcasting and telecommunications","8"
"WIDESPREAD OF OUTAGE : Safaricom, Universal T - Mobile, Nokia Sprint and Airtel All Broken Down In Two Parts of US through breaking911. en com / widespread - all out â€¦","Broadcasting and telecommunications","8"
"IN OUTAGE: Safaricom, W-Mobile, Sprint Discover Airtel Fold Down In Parts of US Phone.com/widespread-out...","Broadcasting and telecommunications","8"
"My whole state (Alabama) was blank '@Safaricom  ","Broadcasting and telecommunications","8"
"My entire state (Alabama) was empty '@ Safaricom","Broadcasting and telecommunications","8"
"My entire state (Alabama) was a blunder '@ Safaricom","Broadcasting and telecommunications","8"
"My whole state (Alabama) was blank<unk>","Broadcasting and telecommunications","8"
"And My whole state ( Alabama ) was blank to '@Safaricom","Broadcasting and telecommunications","8"
"My initial state (Alabama) will blank '@Safaricom","Broadcasting and telecommunications","8"
"Switching to Safaricom when I get back home, Telkom a fucking hoe out here In west Texas . ","Broadcasting and telecommunications","8"
"Switching to Safaricom when I get home, Telkom is a damn hoe out here in West Texas.","Broadcasting and telecommunications","8"
"When I return home, Telkom rolls the hoe out to Safaricom, in west Texas.","Broadcasting and telecommunications","8"
"Switching to Safaricom when I get back home, Telkom a fucking zoo out here In East Texas.","Broadcasting and telecommunications","8"
"and Switching to Safaricom when only I could get it back home, T - Mobile a fucking hoe out loud here In west Texas.","Broadcasting and telecommunications","8"
"stick to Safaricom when I get back home, Telkom a fucking hoe me back In west Texas.","Broadcasting and telecommunications","8"
"Xbox and Safaricom gotta be in this together. Just pure trash on both ends.","Broadcasting and telecommunications","8"
"Xbox and Safaricom must be in this combination. Just pure garbage at both ends.","Broadcasting and telecommunications","8"
"Xbox and Safaricom are playing it together.","Broadcasting and telecommunications","8"
"Xbox and Safaricom gotta be in this together. Just pure trash about both ends.","Broadcasting and telecommunications","8"
"Xbox 7 and Safaricom gotta be in on this place together. Just pure trash on both ends.","Broadcasting and telecommunications","8"
"Disney and Safaricom gotta be in this together. Its pure trash on both ends.","Broadcasting and telecommunications","8"
"@Safaricom what happened 2 helping folks out during the nationwide pandemic? I got an email about my bill which stated a specific amount was due on 9/9. Well, 9/2 u all completely disconnect my service, which means my sick mothers service as well. Just found out sheâ€™s been","Broadcasting and telecommunications","8"
"@ Safaricom, what happened to 2 people helping out during the nationwide pandemic? I received an email about my bill that stated a certain amount was due on 9 / 9. Well, 9 / 2 u all shut down my service completely, meaning that my sick mothers also.","Broadcasting and telecommunications","8"
"@ Safaricom, what happened 2 helping the Follies during the nationwide pandemic? I got an email about my account saying a specific amount was to be paid 9 / 9. Well, 9 / 2 u all shut down my service, which means my sick mothers service as well.","Broadcasting and telecommunications","8"
"@Safaricom s plans 2 helping folks out 2 the nationwide pandemic? I got you email about my bill which stated a specific number was due on 9/9. Well, 9/2 u all completely disconnect my service, which means my sick mothers service as well. Just found.. sheâ€™s been","Broadcasting and telecommunications","8"
"@Safaricom what happened 2 helping sick folks out during both the nationwide pandemic? I even got an email yesterday about my hospital bill which stated a specific amount was due on 9 / 9. Ah Well, 9 / 2 u l all completely disconnect my service, which hopefully means my sick animal mothers service as well. Just found her out she â€™ s been","Broadcasting and telecommunications","8"
"@Safaricom your happened 2 helping folks out during the nationwide pandemic? I got an email about their bill I stated a specific one was due on Thursday/9. Well, 9/2 u all completely disconnect their bill, which means my sick mothers service a well. Just found out it been","Broadcasting and telecommunications","8"
"When you tell me you donâ€™t have a girlfriend but your phone is in her name - how do I know that? Because Safaricom Wireless is awesome and I have caller ID ðŸ¤¦. â€. ","Broadcasting and telecommunications","8"
"If you tell me you don't have a girlfriend, but your phone is in her name - how do I know? Because Safaricom Wireless is great and I have a number.","Broadcasting and telecommunications","8"
"When you tell me you don't have a girlfriend but your phone is in her name - how do I know that? Because Safaricom Wireless is terrible and I have a caller ID...","Broadcasting and telecommunications","8"
"When you tell me people donâ€™t have a girlfriend when your phone rings in her name - how do I know you? Because Safaricom Wireless is awesome and I have caller ID ðŸ¤¦. â€.","Broadcasting and telecommunications","8"
"When you tell on me you don â€™ t actually have a hot girlfriend but your phone is in and her name - how do you I know that? Because Safaricom Wireless is awesome enough and since I have good caller ID [UNK]..","Broadcasting and telecommunications","8"
