id,tender-title,tender-ref_No,contract_amount,contract_code,contract_status,created_at,expected_completion_date,month,org_name,pin_number,supplier_name,tender_award_date,type,updated_at,year
2318,provision of return air ticket (nairobi -mombasa- nairobi),KeNHA/RFQ/192/2018-19,"35,690.00",3YEHUPWZ,Ongoing,2018-10-15 17:29:49,1970-01-01,Sep,Kenya National Highway Authority,P051132264Q,african touch safaris limited,2018-09-17,State Corporation,0 Days,2018
2319,return air ticket nbo-msa-nbo for 1 pax,NCA/RFQ/042/2018-2019,"14,685.00",STOZNJY7,Ongoing,2018-11-20 12:49:07,2018-09-21,Sep,National Construction Authority,P051582967S,premier safaris (k) limited,2018-09-17,State Corporation,0 Days,2018
2320,procurement of assorted stationery,ACA/003/2018-2019,"57,960.00",W6UZCZMP,Ongoing,2019-01-30 10:52:27,2018-10-16,Sep,Anti-counterfeit Agency,A009675548M,zest firm entreprises,2018-09-17,State Corporation,0 Days,2018
2321,supply and delivery of business cards,ADC/7/2018/19,"30,000.00",OML36OFE,Ongoing,2018-11-29 15:18:54,2018-11-13,Sep,Agricultural Development Corporation,P051423195G,brand solutions media kenya limited,2018-09-17,State Corporation,0 Days,2018
2322,"provision of repair works, painting and branding of icdc stand at jamu...",RFQ/ICDC/979/2018,"1,659,840.00",CZHASMTH,Ongoing,2018-09-27 11:14:03,2018-09-29,Sep,ICDC,P051389989I,adesina limited,2018-09-17,State Corporation,0 Days,2018
2323,supply and delivery of assorted ict items for resale and consumption,UNES/BSTORE/14/2018-2019,"44,544.00",UYGBOLSY,Ongoing,2019-01-11 16:34:36,2018-12-18,Sep,University of Nairobi Enterprises and Services,P051620195G,dignity traders,2018-09-17,State Corporation,0 Days,2018
2324,supply and delivery of assorted ict items for resale and consumption,UNES/BSTORE/14/2018-2019,"120,640.00",ZYOHT0G0,Ongoing,2019-01-11 16:53:12,2018-09-28,Sep,University of Nairobi Enterprises and Services,P051620195G,dignity traders,2018-09-17,State Corporation,0 Days,2018
2325,supply and delivery of assorted ict items for resale and consumption,UNES/BSTORE/14/2018-2019,"551,145.00",AV02WIDB,Ongoing,2019-01-11 17:00:48,2018-09-28,Sep,University of Nairobi Enterprises and Services,P051620195G,dignity traders,2018-09-17,State Corporation,0 Days,2018
2326,supply of hiv rapid diagnostic test kit (determine hiv 1/2),GF ATM HIV NFM- 18/19-DP 001,"84,000,000.00",S5RBFEAH,Ongoing,2019-01-30 9:02:52,2019-01-06,Sep,Kenya Medical Supplies Authority,P051246631Z,access alliance limited,2018-09-17,State Corporation,0 Days,2018
2327,construction of kitengela railway station access roadin kajiado county,MoTIH&UD/SDfHUD&PW/DoU&MED/NaMSI...,"196,260,126.00",LK277YDK,Ongoing,2019-01-31 15:16:29,2019-05-22,Sep,"State Department of Housing, Urban Development and Public Works",P000625079E,njuca consolidated company limited,2018-09-17,State Department,1 Months,2018
2328,request for quotation- supply and delivery of pure mineral drinking wa...,GDC/HQS/RFQ/001/2018-2019,"741,000.00",FH8LSU0Z,Ongoing,2018-09-20 10:40:50,2018-12-31,Sep,Geothermal Development Company,A005833233S,aheri investments,2018-09-17,State Corporation,0 Days,2018
2329,request for quotation- supply and delivery of pure mineral drinking wa...,GDC/HQS/RFQ/001/2018-2019,"740,999.00",K1XHPRYW,Ongoing,2018-12-20 9:46:35,2018-12-31,Sep,Geothermal Development Company,A005833233S,aheri investments,2018-09-17,State Corporation,0 Days,2018
2330,"supply of usb flashdisks 2gb,4gb &8gb as per given specifications and...",HELB/RFQ/06B/2018-2019,"289,650.00",CKQGLZ5P,Ongoing,2019-03-15 18:16:31,2018-11-17,Sep,Higher Education Loan Board,A003850569D,finley  technologies,2018-09-17,State Corporation,0 Days,2018
2331,"supply, delivery and maintenance of fresh cut flowers and potted plant...",TNT/007/2018-2019,"2,380,380.00",QQIP5SMG,Ongoing,2019-01-17 9:40:01,2019-12-31,Sep,The National Treasury and Planning,P051139710S,the gardens & wedding centre limited,2018-09-17,Ministry,8 Months,2018
2332,supply and delivery of airtime and calling card,TNT/004/2018-2019,490.00,JSL4WQEF,Ongoing,2019-01-21 14:43:22,2019-11-30,Sep,The National Treasury and Planning,P051438799D,trippleage investment limited,2018-09-17,Ministry,7 Months,2018
2333,provision of sanitary services,TNT/005/2018-2019,"445,200.00",DKLPNJZW,Ongoing,2019-01-21 14:53:22,2019-11-30,Sep,The National Treasury and Planning,P051208292K,colnet limited,2018-09-17,Ministry,7 Months,2018
2334,provision of airtickets,NEPAD009/18-19,"162,700.00",Q4ZZSNMC,Ongoing,2019-02-01 9:06:12,2018-09-29,Sep,New Partnership for Africa's Development,P051441850V,densey tours and travel limited,2018-09-17,State Corporation,0 Days,2018
2335,provision of cleaning & sanitary services for kenha headquarters & 10...,KeNHA/2021/2018,"2,714,400.00",BVJKH3XV,Ongoing,2018-11-15 13:58:36,1970-01-01,Sep,Kenya National Highway Authority,P051139279N,spic 'n' span cleaning services limited,2018-09-16,State Corporation,0 Days,2018
2336,"supply, install & commission of a new water pump at olepolos ",RFQ 18510080,"332,564.00",NSU3BWFL,Ongoing,2018-09-19 15:07:47,2018-09-19,Sep,The East African Portland Cement Company,P051370174Y,transafrica water systems limited,2018-09-15,State Corporation,0 Days,2018
2337,assorted parts for beml,RFQ-18530101,"323,814.00",O97JFWF2,Ongoing,2018-10-18 9:30:11,2018-10-14,Sep,The East African Portland Cement Company,P051360017I,legend   trading company   limited,2018-09-14,State Corporation,0 Days,2018
2338,assorted parts for beml,RFQ-18530101,"173,408.00",VPMLYOTM,Ongoing,2018-10-18 9:48:53,2018-10-15,Sep,The East African Portland Cement Company,P051360017I,legend   trading company   limited,2018-09-14,State Corporation,0 Days,2018
2339,assorted parts for beml,RFQ-18530101,"8,400.00",ALCUOCQX,Ongoing,2018-10-18 9:54:18,2018-10-15,Sep,The East African Portland Cement Company,P051360017I,legend   trading company   limited,2018-09-14,State Corporation,0 Days,2018
2340,supply & delivery of assorted parts for komatsu hd 465,EAPCC/RT/283/2018,"3,974,735.00",GLHGJQSV,Ongoing,2018-11-23 9:11:56,2019-01-31,Sep,The East African Portland Cement Company,A003462030C,betamek equipments,2018-09-14,State Corporation,0 Days,2018
2341,supply of element assy km-600-185-6100,RFQ 17534731,"119,700.00",GV4DL0NX,Ongoing,2018-11-23 9:35:21,2018-12-31,Sep,The East African Portland Cement Company,A003462030C,betamek equipments,2018-09-14,State Corporation,0 Days,2018
2342,supply of turbo charger for kom pc 750,RFQ 18530090,"718,520.00",ALVTREVP,Ongoing,2018-11-23 9:52:21,2018-12-31,Sep,The East African Portland Cement Company,A003462030C,betamek equipments,2018-09-14,State Corporation,0 Days,2018
2343,suppky of assorted parts for komatsu wa 600,RFQ 17534733,"803,383.00",VCZRFNSX,Ongoing,2018-11-23 10:08:53,2018-12-31,Sep,The East African Portland Cement Company,A003462030C,betamek equipments,2018-09-14,State Corporation,0 Days,2018
2344,sosera-ekona-ramasha-kiomiti road,RWC 484,"824,672,868.00",10QOYO4A,Ongoing,2018-12-20 18:49:10,2020-12-24,Sep,Kenya Rural Roads Authority,P0513422981,mahan limited,2018-09-14,State Corporation,1 Year,2018
2345,upgrading to bitumen standard & performance based routine maintenance...,RWC 485,"636,187,496.00",K660YRFU,Ongoing,2018-12-27 14:29:17,2020-12-22,Sep,Kenya Rural Roads Authority,P0513422981,mahan limited,2018-09-14,State Corporation,1 Year,2018
2346,provision of return air tickets (nairobi -mombasa- nairobi),KeNHA/RFQ/177/2018-19,"69,300.00",LUTQBDBR,Ongoing,2018-10-15 17:03:18,2018-09-14,Sep,Kenya National Highway Authority,P051132264Q,african touch safaris limited,2018-09-14,State Corporation,0 Days,2018
2347,provision of return air tickets (nairobi -mombasa- nairobi),KeNHA/RFQ/179/2018-19,"33,540.00",9PMYOKCR,Ongoing,2018-10-15 17:08:16,2018-09-14,Sep,Kenya National Highway Authority,P051596389D,tondwe africa group limited,2018-09-14,State Corporation,0 Days,2018
2348,design and printing of business cards,IRA/046/2018-2019,"70,000.00",KW0V38TZ,Ongoing,2018-11-13 10:32:24,2018-11-13,Sep,Insurance Regulatory Authority,A007010268H,all seasons stationers,2018-09-14,State Corporation,0 Days,2018
2349,design and printing of business cards,IRA/046/2018-2019,"70,000.00",ZKZNRGDB,Ongoing,2018-11-20 8:16:10,2019-10-01,Sep,Insurance Regulatory Authority,A007010268H,all seasons stationers,2018-09-14,State Corporation,5 Months,2018
2350,return air ticket nbo-msa-nbo for 12 pax,NCA/RFQ/41/2018-2019,"437,800.00",FLY4VZCD,Ongoing,2018-11-20 14:17:17,2018-09-22,Sep,National Construction Authority,P051337084L,magical holidays limited,2018-09-14,State Corporation,0 Days,2018
2351,return air ticket nbo-maseru-nbo for 1 pax,NCA/RFQ/037/2018-2019,"120,700.00",HRG4WZRT,Ongoing,2018-11-21 8:57:04,2018-09-22,Sep,National Construction Authority,P051337084L,magical holidays limited,2018-09-14,State Corporation,0 Days,2018
2352,provision for conference facility,WSTF/QT/019/2018-2019,"62,000.00",XMAVZ4SK,Ongoing,2018-10-15 16:46:22,2018-09-18,Sep,Water Sector Trust Fund,P051593714B,allaxis hotel limited,2018-09-14,State Corporation,0 Days,2018
2353,provision of full board conference facility,MOLPP/03/2018-2019,"1,050,000.00",JQATKDZT,Ongoing,2018-10-16 11:20:31,2018-09-22,Sep,Ministry of Lands and Physical Planning,P051404687L,masada hotel,2018-09-14,Ministry,0 Days,2018
2354,"supply, installation testing and commissioning of ict, turnstiles,  ba...",NCB/MoTIH&UD/SDfHUD&PW/DoU&MED/N...,"399,695,265.00",VYMEFDHT,Ongoing,2019-01-31 16:28:13,2019-02-14,Sep,"State Department of Housing, Urban Development and Public Works",P051211884Y,paytech limited,2018-09-14,State Department,0 Days,2018
2355,"request for proposal (rfp) for design, build and finance of the propos...",MTIHUD/HUD/CSHS/03 /2018-2019,"4,986,908,192.00",IBWKIVB4,Ongoing,2019-02-05 9:07:56,2021-11-30,Sep,"State Department of Housing, Urban Development and Public Works",P051406897V,china state construction engineering corp. (kenya) limited,2018-09-14,State Department,2 Year,2018
2356,supply of pro-color tonner,KPC/PU/223K/18,"213,440.00",YMZLHXZQ,Ongoing,2018-11-15 12:30:47,2018-09-29,Sep,Kenya Pipeline Company,A005166732O,jepro enterprises,2018-09-14,State Corporation,0 Days,2018
2357,supply of pro-color tonner,KPC/PU/223K/18,"104,400.00",FRD2M16V,Ongoing,2018-11-15 12:53:37,2018-09-24,Sep,Kenya Pipeline Company,A009501912F,pemeca general supplies,2018-09-14,State Corporation,0 Days,2018
2358,motor vehicle service & repairs - kbr511u,GDC/NKR/RFQ/FM/001/2018-2019,"407,264.00",2OVQX4N9,Ongoing,2018-09-21 10:58:01,1970-01-01,Sep,Geothermal Development Company,P051374258H,first county auto services,2018-09-14,State Corporation,0 Days,2018
2359,motor vehicle service & repairs - kbu948t,GDC/NKR/RFQ/FM/004/2018-2019,"342,234.00",PPNZYYST,Ongoing,2018-09-21 12:02:12,1970-01-01,Sep,Geothermal Development Company,P051374258H,first county auto services,2018-09-14,State Corporation,0 Days,2018
2360,supply and delivery of milling cutters,NTZDC/QT/21/2018-19,"62,640.00",UMXCMU6U,Ongoing,2018-10-01 16:07:10,2018-09-21,Sep,Nyayo Tea Zones Develop Corporation,P051100043A,modern centre limited,2018-09-14,State Corporation,0 Days,2018
2361,supply and deliver of pallets,NTZDC/QT/20/2018-19,"780,000.00",ZOK8XPBJ,Ongoing,2018-10-04 12:31:56,1970-01-01,Sep,Nyayo Tea Zones Develop Corporation,P951383798C,cerberus supplies ( nairobi ) limited,2018-09-14,State Corporation,0 Days,2018
2362,supply and delivery of general stationery,NTZDC/QT/18/2018-19,"75,920.00",ZOGJIHNW,Ongoing,2018-10-04 12:51:58,2018-10-05,Sep,Nyayo Tea Zones Develop Corporation,P051344309U,digitech solutions limited,2018-09-14,State Corporation,0 Days,2018
2363,"supply and delivery e-sticker printers, e-sticker readers and e-sticke...",NTSA/NCB-003/2018-2019,"8,695,000.00",BYTLL4VH,Ongoing,2019-01-31 9:56:53,2019-09-21,Sep,National Transport and Safety Authority,P051150411Y,specicom technologies limited,2018-09-14,State Corporation,5 Months,2018
2364,supply of newspapers and periodicals,TNT/008/2018-2019,"10,095,000.00",BFHCJJLG,Ongoing,2018-10-18 15:09:54,2019-09-30,Sep,The National Treasury and Planning,A001817522W,rex kiosk,2018-09-14,Ministry,5 Months,2018
2365,provision of airtickets,NEPAD/007/18-19,"38,000.00",TOI7WBZE,Ongoing,2019-02-01 8:24:23,2018-09-23,Sep,New Partnership for Africa's Development,P051337084L,magical holidays limited,2018-09-14,State Corporation,0 Days,2018
2366,provision of airtickets,NEPAD 010/18-19,"79,980.00",ORRKMVWP,Ongoing,2019-02-01 13:48:23,2018-09-19,Sep,New Partnership for Africa's Development,P051242637V,boma travel services limited,2018-09-14,State Corporation,0 Days,2018
2367,supply & delivery of non-perishable foodstuff,RU/REG/A3/18-20,"2,520.00",IECTRU2F,Ongoing,2019-01-29 10:15:16,2018-12-13,Sep,Rongo University,P051423907W,josyl fresh limited,2018-09-14,Public Universities,0 Days,2018
2368,supply & delivery of cleaning materials & detergents,RU/REG/A7/18-20,"12,528.00",4DQCXXAV,Ongoing,2019-01-29 17:11:35,2018-12-05,Sep,Rongo University,P051431468A,prime cleaning services limited,2018-09-14,Public Universities,0 Days,2018
2369,supply & delivery of cleaning materials & detergents,RU/REG/A7/18-20,"201,960.00",L5PPYXJM,Ongoing,2019-01-29 17:17:11,2018-12-13,Sep,Rongo University,P051431468A,prime cleaning services limited,2018-09-14,Public Universities,0 Days,2018
2370,proposed bulk volume fermenter wall repairs,FMM/WA1448/08/18,"643,800.00",FZNNEQZF,Ongoing,2019-01-31 17:43:23,2018-11-30,Sep,Agro-Chemical and Food Company Limited,P051336067I,renofors   kenya  limited,2018-09-14,State Corporation,0 Days,2018
2371,"iso 9001:2015 awareness training, documentation, review & implementati...",ACFC/ISO/21/2018,"1,874,610.00",WI0W7RNB,Ongoing,2019-02-01 9:18:28,2018-11-30,Sep,Agro-Chemical and Food Company Limited,P051358076P,bellie & roaster management solutions limited,2018-09-14,State Corporation,0 Days,2018
2372,soy - serekea-kilimani-turbo (jn b14) nangiri-ziwa machine-ziwa sirikw...,RWC 553,"2,181,150,364.00",FAEEQGL2,Ongoing,2019-01-09 12:08:01,2021-01-14,Sep,Kenya Rural Roads Authority,P051343026Q,nanchang foreign engineering company (kenya) limited,2018-09-13,State Corporation,1 Year,2018
2373,provision of return air ticket (nairobi -mombasa- nairobi),KeNHA/RFQ/175/2018-19,"33,470.00",BN4IGLSM,Ongoing,2018-10-11 18:02:25,2018-09-13,Sep,Kenya National Highway Authority,P051687505M,brim africa travel limited,2018-09-13,State Corporation,0 Days,2018
2374,provision of return air tickets (nairobi -mombasa- nairobi),KeNHA/RFQ/171/2018-19,"74,995.00",NLNGOSBY,Ongoing,2018-10-15 16:16:45,2018-09-13,Sep,Kenya National Highway Authority,P051582967S,premier safaris (k) limited,2018-09-13,State Corporation,0 Days,2018
2375,provision of return air tickets (nairobi -mombasa- nairobi),KeNHA/RFQ/169/2018-19,"69,820.00",NY40CUBW,Ongoing,2018-10-15 16:29:59,2018-09-13,Sep,Kenya National Highway Authority,P051132264Q,african touch safaris limited,2018-09-13,State Corporation,0 Days,2018
2376,provision of return air ticket (nairobi -mombasa- nairobi),KeNHA/RFQ/172/2018-19,"34,635.00",I3ZYBASI,Ongoing,2018-10-15 16:35:11,1970-01-01,Sep,Kenya National Highway Authority,P051132264Q,african touch safaris limited,2018-09-13,State Corporation,0 Days,2018
2377,provision of return air ticket (nairobi -mombasa- nairobi),KeNHA/RFQ/167/2018-19,"35,480.00",MOTTOPNU,Ongoing,2018-10-15 16:39:37,1970-01-01,Sep,Kenya National Highway Authority,P051132264Q,african touch safaris limited,2018-09-13,State Corporation,0 Days,2018
2378,provision of return air ticket (nairobi -mombasa- nairobi),KeNHA/RFQ/180/2018-19,"33,400.00",A6OI3IEG,Ongoing,2018-10-15 17:21:48,1970-01-01,Sep,Kenya National Highway Authority,P051132264Q,african touch safaris limited,2018-09-13,State Corporation,0 Days,2018
2379,provision of return air tickets (nairobi -mombasa- nairobi),KeNHA/RFQ/187/2018-19,"71,550.00",EQ79UZSW,Ongoing,2018-10-15 17:26:01,2018-09-13,Sep,Kenya National Highway Authority,P051322417M,longrock tours & travel limited,2018-09-13,State Corporation,0 Days,2018
2380,return air ticket nbo-msa-nbo for 16 pax,NCA/RFQ/038/2018-2019,"498,500.00",LXKJTB1P,Ongoing,2018-11-20 16:46:56,2018-09-23,Sep,National Construction Authority,P051337084L,magical holidays limited,2018-09-13,State Corporation,0 Days,2018
2381,"provision of private security services for nca offices at hill plaza,...",NCA/T/03/2018-2019,"3,693,600.00",XXCQHO3P,Ongoing,2019-01-17 10:46:54,2020-10-14,Sep,National Construction Authority,P051119876Z,gyto success company limited,2018-09-13,State Corporation,1 Year,2018
2382,"request for quotation for design, supply and delivery of two pieces of...",SRC/Q/12/2018-2019,"16,000.00",HF9NXGL1,Ongoing,2018-09-21 15:41:10,2018-10-02,Sep,Salaries & Remuneration Commission,P051443759K,concept group limited,2018-09-13,State Corporation,0 Days,2018
2383,supply and delivery of milk for a period of six months,SRC/Q/09/2018-2019,53.00,WGRJNUUP,Ongoing,2018-09-21 16:19:23,1970-01-01,Sep,Salaries & Remuneration Commission,A004571232H,retam enterprises.,2018-09-13,State Corporation,0 Days,2018
2384,"supply, fitting and delivery of office furniture",SRC/OT/OF/01/2018-2019,"1,608,795.00",YKIUFOXA,Ongoing,2018-09-30 14:59:29,2018-10-12,Sep,Salaries & Remuneration Commission,P051152544P,office technology limited,2018-09-13,State Corporation,0 Days,2018
2385,request for quotation for supply and delivery of a food trolley,SRC/Q/14/2018-2019,"32,250.00",D5YNKUHB,Ongoing,2018-10-03 11:37:50,2018-10-08,Sep,Salaries & Remuneration Commission,P051426590N,vile & blind (k) limited,2018-09-13,State Corporation,0 Days,2018
2386,"request for quotation for design, supply and delivery of two pieces of...",SRC/Q/12/2018-2019,"16,000.00",HQXDA5AX,Ongoing,2018-10-03 12:15:49,2018-10-05,Sep,Salaries & Remuneration Commission,P051443759K,concept group limited,2018-09-13,State Corporation,0 Days,2018
2387,supply and delivery of tyres and fittng,AFC-AD-504 -09-2018,"182,200.00",WJKDYQAX,Ongoing,2018-11-15 13:04:16,2018-10-17,Sep,Agricultural Finance Corporation,P051131664P,d.f. enterprises company limited,2018-09-13,State Corporation,0 Days,2018
2388,supply of printed stationery,UNES/HQ/07/2018-2019,"53,104.00",Z5PAVMQ0,Ongoing,2019-02-07 15:16:04,2018-10-01,Sep,University of Nairobi Enterprises and Services,P051195598R,flogin east africa limited,2018-09-13,State Corporation,0 Days,2018
2389,supply and delivery of maintenance kit for kyocera photocopier,DIRECT 2,"78,477.00",CPKU6CAC,Ongoing,2019-02-07 15:37:50,2018-09-28,Sep,University of Nairobi Enterprises and Services,P051099534I,mfi documents solutions limited,2018-09-13,State Corporation,0 Days,2018
2390,procurement of construction of pemba intake and treatment works,AWSB/AfDB/KTWSSP/W/05/2018,"286,801,675.00",PTVZEZS7,Ongoing,2018-11-14 12:25:55,2020-04-30,Sep,Athi Water Service Board,P051304363Y,zhonghao overseas construction engineering co limited,2018-09-13,State Corporation,12 Months,2018
